UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
67,1996,Male,"under $25,000",Single (no kids),,Independent,1,Yes,No,No,No,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Try first,No,Yes,No,No,Receiving,No,No,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,No,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,No,No,,No,No,No,No,Yes,No,Own,Optimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,100
69,1955,Male,"$100,001 - $150,000",Married (no kids),Associate's Degree,Independent,1,No,No,No,No,No,Yes,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,Yes,No,P.M.,No,End,Yes,Yes,Me,No,No,No,No,No,TMI,No,No,Tunes,Technology,No,Yes,Yes,No,No,Demanding,No,PC,Yes,Risk-friendly,Yes,Umm...,No,Space,Yes,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Own,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,101
70,1970,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Independent,0,No,No,No,Yes,Yes,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,No,No,Demanding,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,Online,Yes,No,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Own,Pessimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Only-child,Yes,Yes,No,101
71,1969,Male,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,1,,Yes,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,Science,,,,No,,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Happy,No,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,No,No,Yes,No,Yes,TMI,No,No,Tunes,People,Yes,No,Yes,Yes,No,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Yay people!,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,No,Yes,,94
72,1960,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,0,No,Yes,No,No,Yes,Yes,Public,Yes,Yes,No,No,Yes,Yes,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Rent,Optimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,,Yes,No,No,Yes,Yes,Yes,No,100
74,1958,Male,"$75,000 - $100,000",Married (w/kids),Current K-12,Republican,1,No,No,No,Yes,No,Yes,Public,No,Yes,No,No,No,No,No,Science,Try first,Yes,No,No,No,Giving,Yes,Yes,Idealist,No,No,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,A.M.,Yes,End,Yes,Yes,Me,Yes,No,No,Yes,No,Mysterious,Yes,No,Talk,Technology,Yes,No,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Socialize,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Own,Optimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
75,1975,Male,"$75,000 - $100,000",Domestic Partners (w/kids),Bachelor's Degree,Republican,0,,Yes,No,Yes,No,Yes,Public,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,Yes,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,,,,,,,,Yes,Nope,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,49
76,1985,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Independent,0,,,No,Yes,,Yes,Public,No,Yes,,,,,,,,,,,,Giving,No,,,,,,Standard hours,,,,,Yes,,,,,,No,Circumstances,,,,Yes,Yes,,Yes,,Talk,People,,,Yes,,,,,,,Risk-friendly,,Umm...,No,Space,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,26
77,1982,Female,,Single (no kids),Bachelor's Degree,Independent,0,,Yes,No,No,No,No,Public,,Yes,No,Yes,,Yes,,Art,,Yes,No,Yes,No,,No,,,,,,,,,,Yes,Yes,,P.M.,,,,,,,,Yes,No,,TMI,,,,,,No,,No,Yes,Supportive,No,Mac,,Cautious,,,,,,,,,,,,,,,,,Yes,,,,,,,,Optimist,Dad,,,,,,,,,No,,,Yes,Yes,,,35
78,1978,Male,"$50,000 - $74,999",Single (w/kids),Current Undergraduate,Republican,0,,,No,,,,Public,No,Yes,Yes,Yes,Yes,,Yes,Art,Try first,Yes,,,Yes,Giving,Yes,Yes,,No,,Cool headed,,,,,Yes,Yes,No,,Yes,End,,Yes,Me,No,No,No,Yes,No,Mysterious,No,Yes,Talk,People,Yes,,,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,Yes,Socialize,No,In-person,Yes,,Yes,,Yay people!,Yes,,,,,Yes,Yes,No,,,No,,Own,Optimist,Dad,No,,Yes,Yes,,Yes,No,No,Yes,Yes,,Yes,Yes,Yes,,70
80,1959,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Libertarian,1,,No,No,Yes,No,No,Public,No,Yes,No,No,No,No,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Talk,Technology,No,No,No,Yes,No,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,,97
81,1987,Male,"$75,000 - $100,000",Domestic Partners (no kids),High School Diploma,Independent,1,Yes,No,No,Yes,Yes,No,Private,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,Yes,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,101
83,1994,Male,"$75,000 - $100,000",,High School Diploma,Republican,0,No,Yes,No,Yes,No,Yes,Public,No,No,No,No,Yes,No,Yes,Art,Study first,No,No,Yes,No,Receiving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,No,Yes,No,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,Yes,No,Yes,No,Grrr people,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Rent,Pessimist,Mom,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,101
84,1998,Female,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,1,Yes,Yes,No,No,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,Yes,No,No,Yes,P.M.,No,Start,No,No,Circumstances,No,Yes,Yes,No,Yes,TMI,No,No,Tunes,People,No,No,Yes,Yes,Yes,Demanding,No,PC,No,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,No,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,101
85,1966,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,1,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,Yes,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,No,Yes,Mysterious,Yes,No,Talk,People,No,No,Yes,Yes,Yes,Supportive,No,PC,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Own,Optimist,Dad,No,No,No,No,Check!,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,101
88,1966,Male,"$50,000 - $74,999",Married (w/kids),,Republican,1,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,No,No,Yes,,Science,Try first,No,No,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,No,Yes,No,A.M.,Yes,Start,Yes,Yes,Circumstances,No,No,No,No,No,Mysterious,No,No,Tunes,People,Yes,No,Yes,No,No,Supportive,No,PC,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Own,Optimist,Mom,Yes,,,,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,97
89,1973,Female,"under $25,000",Single (w/kids),Master's Degree,Democrat,0,,Yes,,Yes,,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,,Study first,,,No,No,,Yes,No,,,,,Standard hours,,,Yes,Yes,No,,P.M.,Yes,,,No,,,Yes,,No,,,No,,Talk,Technology,,,,,Yes,,,,Yes,Cautious,Yes,,,,,,Yes,No,Yes,No,Grrr people,Yes,,,,,,,No,,,No,No,,,,,No,,Yes,,Yes,No,No,,,,,,,Yes,47
92,1971,Male,"$75,000 - $100,000",Married (no kids),Associate's Degree,Independent,0,No,No,No,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,No,End,No,No,Me,No,Yes,Yes,No,No,Mysterious,Yes,Yes,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Own,Pessimist,Dad,No,No,Yes,No,Nope,Yes,No,Yes,Yes,No,No,Yes,No,No,No,101
94,1995,Male,"over $150,000",Single (no kids),Current Undergraduate,Republican,1,No,Yes,No,No,No,Yes,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,Idealist,No,No,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Circumstances,No,No,Yes,Yes,No,Mysterious,No,No,Talk,People,Yes,No,Yes,No,Yes,Demanding,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
95,1979,Male,"$50,000 - $74,999",Married (no kids),High School Diploma,Libertarian,1,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,No,No,No,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,A.M.,No,End,Yes,Yes,Me,Yes,Yes,Yes,No,Yes,Mysterious,Yes,No,Talk,People,No,No,Yes,Yes,No,Supportive,No,PC,No,Cautious,No,Yes!,Yes,Space,No,Online,Yes,Yes,Yes,No,Grrr people,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,No,Yes,Only-child,No,No,Yes,101
96,1984,Male,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Democrat,1,No,No,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,No,No,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,No,No,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,No,No,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Grrr people,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Own,Pessimist,Dad,Yes,Yes,No,No,Check!,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,101
99,1994,Male,"over $150,000",Single (no kids),Current Undergraduate,Republican,1,,Yes,No,No,Yes,Yes,Public,No,Yes,Yes,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,No,Yes,No,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Supportive,No,Mac,No,Cautious,No,Yes!,No,Socialize,Yes,In-person,No,Yes,Yes,No,Yay people!,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Rent,Optimist,Dad,No,No,,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,99
100,1983,Male,"$75,000 - $100,000",Married (w/kids),Master's Degree,Democrat,1,,Yes,No,Yes,No,No,Private,No,Yes,No,No,Yes,Yes,,Science,Try first,No,Yes,Yes,No,Giving,Yes,Yes,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,Yes,A.M.,Yes,End,Yes,No,Me,No,Yes,Yes,No,No,Mysterious,Yes,No,Talk,People,No,No,Yes,Yes,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Own,Optimist,Mom,Yes,Yes,Yes,Yes,Check!,No,No,No,No,Yes,No,Only-child,No,No,Yes,99
102,1988,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Independent,1,,,No,No,No,Yes,Public,,No,No,No,Yes,Yes,,Science,,Yes,Yes,,No,,No,No,,No,Yes,,,Yes,Happy,Yes,Yes,No,,,,,,,,,Yes,No,,No,TMI,No,,Tunes,,,,,Yes,No,Supportive,No,PC,No,,No,Yes!,No,Socialize,No,Online,No,Yes,Yes,,Grrr people,No,,,,No,No,Yes,No,No,No,Yes,No,Rent,Optimist,Dad,No,No,Yes,Yes,Nope,No,No,No,Yes,,,Yes,No,No,Yes,70
103,1985,Male,"$50,000 - $74,999",Married (w/kids),,,1,,Yes,No,Yes,No,No,Public,No,No,No,No,No,,,,Study first,No,Yes,Yes,Yes,Giving,No,No,Idealist,No,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,A.M.,Yes,Start,Yes,No,Me,No,No,Yes,No,No,,,,Tunes,People,Yes,No,No,No,Yes,Supportive,,Mac,Yes,Risk-friendly,No,,,,,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Own,,,,No,Yes,Yes,Check!,Yes,No,No,Yes,,Yes,Yes,Yes,Yes,Yes,85
104,1993,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,1,No,No,No,No,No,Yes,Private,Yes,Yes,No,,Yes,,Yes,Science,,,,Yes,No,,Yes,Yes,,No,No,,,,,Yes,Yes,No,Yes,,,,Yes,No,Me,,,No,Yes,,,No,,,,No,No,,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,,Yes,In-person,No,,Yes,Yes,Yay people!,,,,,,Yes,Yes,,No,No,Yes,No,,Optimist,Dad,,No,,Yes,Check!,No,No,No,Yes,Yes,No,Yes,,No,,66
106,1959,Male,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,No,No,No,Yes,No,No,Public,No,Yes,No,No,Yes,No,Yes,Science,Try first,Yes,Yes,No,No,Receiving,Yes,No,Pragmatist,No,No,Hot headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,Yes,No,TMI,No,No,Talk,Technology,Yes,No,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Own,Pessimist,Mom,Yes,No,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,101
110,1993,Female,"over $150,000",Married (w/kids),Current Undergraduate,Republican,1,,No,No,No,No,Yes,Public,Yes,No,No,Yes,Yes,Yes,Yes,,,No,,,No,Giving,Yes,Yes,,,,,Standard hours,Yes,Happy,Yes,Yes,No,,A.M.,Yes,End,Yes,No,,,Yes,No,Yes,No,,No,,Tunes,People,Yes,Yes,,,,Supportive,No,PC,,,,,,,No,In-person,,,Yes,Yes,Yay people!,,,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,No,Own,Optimist,,No,No,Yes,Yes,Check!,,No,No,Yes,Yes,No,Yes,Yes,Yes,,70
114,1987,Male,,Single (no kids),Doctoral Degree,Libertarian,0,No,No,No,No,Yes,No,Public,Yes,No,No,Yes,Yes,Yes,Yes,Art,Study first,No,No,Yes,Yes,Receiving,Yes,No,Pragmatist,No,No,Cool headed,Odd hours,No,Happy,No,Yes,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,Yes,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Rent,Optimist,Mom,Yes,No,No,Yes,Nope,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,101
115,1963,Female,"over $150,000",Single (w/kids),High School Diploma,Independent,0,No,No,No,No,No,No,Public,No,Yes,No,No,No,No,Yes,Art,Try first,Yes,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,Yes,End,Yes,Yes,Me,No,Yes,Yes,Yes,Yes,Mysterious,Yes,Yes,Tunes,Technology,Yes,Yes,No,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,No,No,No,Yes,Yay people!,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Own,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,No,No,Yes,Yes,Yes,No,No,101
117,1954,Female,,Married (w/kids),,,1,,No,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,,Study first,No,,Yes,Yes,Giving,Yes,No,,No,No,,Standard hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Circumstances,Yes,Yes,No,No,No,TMI,No,No,Tunes,Technology,No,Yes,,No,No,,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,No,Yes,Yes,No,Grrr people,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Own,Pessimist,,No,No,No,No,Nope,No,No,No,No,Yes,Yes,Yes,No,No,,92
121,1965,Female,"$75,000 - $100,000",Married (w/kids),Bachelor's Degree,Republican,1,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,No,No,Yes,Giving,Yes,Yes,Pragmatist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,No,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,Yes,PC,No,Cautious,No,Yes!,,Space,Yes,In-person,Yes,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,,,Yes,No,Yes,No,98
122,1987,Male,"under $25,000",Single (no kids),Bachelor's Degree,Republican,1,,No,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,Yes,Yes,Art,Study first,No,No,No,Yes,Receiving,No,No,Pragmatist,No,Yes,,,No,Happy,Yes,Yes,No,No,,Yes,Start,Yes,Yes,Me,Yes,,No,Yes,No,TMI,Yes,No,Tunes,Technology,No,No,,,No,,No,PC,Yes,Cautious,No,,Yes,,,Online,Yes,Yes,Yes,Yes,Yay people!,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,Yes,Yes,,No,Yes,No,No,Yes,89
124,1978,Female,"$25,001 - $50,000",Married (w/kids),High School Diploma,Libertarian,0,No,Yes,No,No,No,No,Public,Yes,No,No,Yes,Yes,No,Yes,Art,Study first,No,No,No,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Right,No,No,No,No,P.M.,Yes,End,No,No,Circumstances,Yes,,No,,No,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,No,Demanding,No,PC,Yes,Cautious,No,Umm...,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Own,Pessimist,Dad,No,No,Yes,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,99
125,1973,Male,"$75,000 - $100,000",Married (w/kids),,Democrat,1,Yes,Yes,No,Yes,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Receiving,No,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,No,No,No,Yes,Yes,Mysterious,Yes,No,,,No,Yes,Yes,Yes,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,Online,Yes,Yes,,,,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No,96
127,1960,Male,,Married (w/kids),Bachelor's Degree,Independent,1,No,Yes,No,Yes,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,No,Pragmatist,No,No,Cool headed,Standard hours,Yes,Happy,No,Yes,No,No,A.M.,No,End,Yes,Yes,Me,Yes,No,Yes,No,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,PC,No,Risk-friendly,No,,No,,,In-person,No,Yes,No,Yes,Yay people!,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Own,Optimist,Dad,Yes,No,No,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,98
128,1986,Female,"$25,001 - $50,000",Single (w/kids),Current Undergraduate,Independent,1,No,Yes,No,Yes,Yes,No,Public,Yes,Yes,Yes,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,Yes,Giving,No,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,End,Yes,No,Me,Yes,Yes,No,Yes,No,TMI,Yes,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Demanding,Yes,PC,Yes,Cautious,Yes,Umm...,Yes,Space,No,Online,Yes,No,Yes,No,Yay people!,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,Rent,,,No,Yes,Yes,,Check!,Yes,,,,No,No,Yes,Yes,,No,93
136,1988,Female,"under $25,000",Single (no kids),Bachelor's Degree,Independent,0,,No,No,No,,,,,No,No,Yes,,,Yes,Art,,,,,Yes,Giving,,No,Idealist,No,Yes,Cool headed,,No,,,Yes,,,P.M.,No,,Yes,No,,Yes,No,Yes,Yes,No,Mysterious,No,Yes,,Technology,Yes,No,,,,Supportive,,Mac,Yes,Cautious,Yes,,No,,Yes,,,No,Yes,Yes,,,Yes,,No,No,Yes,No,Yes,Yes,No,No,No,,Optimist,Mom,No,No,Yes,Yes,,,,No,Yes,,,Yes,Yes,Yes,No,64
